Year,State,Planted (1000 Acres),Harvested (1000 Acres),Yield (Pounds/ Harvested Area),Average Temperature Value,Average Temperature Anomaly,Maximum Temperature Value,Maximum Temperature Anomaly,Minimum Temperature Value,Minimum Temperature Anomaly,Precipitation Value,Precipitation Anomaly,Cooling Degree Days Value,Cooling Degree Days Anomaly,Heating Degree Days Value,Heating Degree Days Anomaly,Palmer Drought Severity Index (PDSI) Value,Palmer Drought Severity Index (PDSI) Anomaly,Palmer Hydrological Drought Index (PHDI) Value,Palmer Hydrological Drought Index (PHDI) Anomaly,Palmer Modified Drought Index (PMDI) Value,Palmer Modified Drought Index (PMDI) Anomaly,Palmer Z-Index Value,Palmer Z-Index Anomaly
1980,CA,"1,550","1,540",970,,3.425,74.48333333,2.316666667,47.64166667,0.5083333329999999,6.01,1.183333333,58.33333333,-14.0,248.9166667,4.75,4.714166667,4.543333333,3.195833333,5.906666667,4.988333333,4.6841666669999995,3.2175,3.471666667
1980,FL,6,6,613,70.93333333,-0.14166666699999997,83.76666667,1.0916666670000001,63.1,0.6333333329999999,8.1075,3.636666667,273.4166667,-18.41666667,75.83333333,18.25,0.665,2.275,2.924166667,1.601666667,,1.241666667,3.5575,1.774166667
1980,GA,170,160,259,66.00833333,3.133333333,78.81666667,1.391666667,54.175,2.875,,3.749166667,153.5,14.75,277.0,37.83333333,2.74,3.056666667,2.123333333,3.381666667,0.8225,1.134166667,1.456666667,0.5291666669999999
1980,IL,0,0,0,54.3,3.05,65.55,3.158333333,44.06666667,-0.0416666670000001,4.8041666670000005,2.468333333,82.5,7.25,560.25,44.41666667,1.13,2.238333333,3.011666667,1.9300000000000002,2.24,2.335833333,0.7208333330000001,1.3958333330000001
1980,KS,0,0,0,59.08333333,3.316666667,70.99166667,3.691666667,44.15833333,0.908333333,4.798333333,2.4475,160.9166667,40.33333333,437.9166667,23.08333333,1.1875,2.4050000000000002,0.8258333330000001,-0.03750000000000009,3.636666667,0.8174999999999999,1.441666667,3.205833333
1980,KY,0,0,0,56.63333333,0.75,,-0.09166666699999992,46.475,1.533333333,4.105,2.9475,111.0,12.0,428.8333333,53.25,2.7516666670000003,-1.0891666670000002,3.4450000000000003,1.439166667,3.338333333,1.501666667,3.065,-0.26666666699999997
1980,LA,570,560,398,69.05,3.341666667,81.16666667,,,2.675,8.865,2.885833333,225.25,3.916666667,,25.83333333,3.9825,1.774166667,4.8716666669999995,4.448333333,4.38,3.108333333,1.8333333330000001,3.684166667
1980,MO,245,241,356,56.975,4.05,70.65,2.858333333,44.275,3.216666667,6.403333333,1.849166667,140.3333333,33.16666667,457.3333333,30.75,-0.3224999999999998,-1.3275000000000001,1.6775000000000002,-2.355,-1.3224999999999998,-2.223333333,-0.49,2.206666667
1980,MS,"1,150","1,125",491,64.05833333000001,,75.70833333,0.641666667,52.40833333,1.875,8.164166667,1.2575,193.3333333,15.08333333,242.3333333,36.75,2.12,2.539166667,,3.325,4.173333333,3.563333333,1.306666667,4.068333333
1980,NC,66,65,382,61.925,0.7416666670000001,73.36666667,,49.49166667,1.391666667,7.6925,0.520833333,127.4166667,8.833333332999999,330.1666667,42.83333333,3.065,1.175,4.3025,4.3525,2.97,,0.418333333,2.425833333
1980,NM,151,120,432,56.63333333,0.708333333,71.925,4.0,42.35833333,2.433333333,5.015833333,2.839166667,83.16666667,6.916666666999999,400.3333333,18.25,4.155,3.413333333,3.364166667,1.695833333,2.303333333,4.555833333,2.701666667,1.835
1980,NV,1,1,643,52.35,1.691666667,64.625,1.4583333330000001,41.03333333,3.891666667,2.081666667,1.2175,157.0,-20.16666667,287.4166667,-6.25,3.231666667,6.970833333,4.125,6.735833333,6.750833333,6.3149999999999995,5.186666667,5.386666667
1980,OK,715,565,176,61.46666667,1.483333333,75.23333333,3.216666667,48.675,0.7583333329999999,4.209166667,3.235833333,199.75,40.75,325.0,19.58333333,0.6100000000000001,1.9224999999999999,-0.2791666669999999,0.9075000000000002,2.503333333,1.798333333,0.010000000000000009,2.768333333
1980,SC,122,120,311,64.875,1.858333333,77.58333333,1.15,54.13333333,1.55,7.754166667,1.756666667,166.75,7.166666667,261.75,42.16666667,3.63,1.925833333,1.470833333,4.646666667,2.251666667,1.453333333,2.6225,2.678333333
1980,TN,290,275,352,60.25,0.208333333,72.83333333,2.675,47.60833333,2.7083333329999997,7.731666667,2.1825,135.0,17.25,363.8333333,44.16666667,4.334166667,3.535,,3.84,,0.65,1.186666667,1.891666667
1980,TX,"7,850","6,850",234,65.98333333,1.675,78.60833333,3.0,53.325,1.3416666670000001,3.030833333,1.679166667,235.25,9.833333332999999,178.4166667,19.16666667,2.7424999999999997,-0.19583333299999994,0.694166667,3.443333333,1.4158333330000001,3.270833333,2.441666667,0.39166666699999997
1980,VA,0,0,321,55.4,1.816666667,67.69166667,0.125,45.14166667,0.55,5.993333333,0.244166667,99.08333333,8.833333332999999,410.3333333,46.5,2.8025,1.5775,4.369166667,0.988333333,2.9025,2.588333333,3.074166667,2.9425
1981,AL,377,372,546,62.98333333,-0.2749999999999999,76.34166667,2.541666667,50.63333333,1.9333333330000002,7.816666667,0.051666667,153.4166667,-7.083333333000001,261.5,32.5,-0.4125000000000001,-1.733333333,-1.63,0.8925000000000001,0.5350000000000001,-1.775833333,3.186666667,0.04749999999999999
1981,AR,610,560,522,62.225,1.575,74.5,0.9,52.94166667,2.225,5.590833333,3.260833333,137.4166667,-3.75,296.5,6.0,2.495833333,3.153333333,0.9375,0.4175,0.171666667,2.753333333,2.733333333,3.578333333
1981,AZ,600,599,1251,65.325,2.7,78.38333333,3.608333333,48.28333333,2.85,3.039166667,4.014166667,250.9166667,6.0,149.5,-13.25,-0.19666666700000013,0.6225,-1.1966666670000001,-0.4058333329999999,-0.0066666670000001815,1.6575,1.3425,0.5875
1981,CA,"1,540","1,530",1112,60.3,3.65,72.61666667,2.45,50.98333333,2.85,,1.3599999999999999,79.16666667,5.833333333000001,236.6666667,-5.5,0.9783333329999999,1.8075,-0.3958333329999999,1.315,-0.20500000000000007,1.4908333329999999,3.08,3.334166667
1981,FL,18,17,604,72.26666667,0.191666667,82.99166667,3.316666667,61.50833333,-1.9583333330000001,6.705833333,,266.0833333,-23.75,90.16666667,32.58333333,-0.7408333329999999,-0.130833333,-1.996666667,-1.3191666670000002,-0.8075000000000001,,0.895,3.111666667
1981,GA,180,175,438,,-0.5249999999999999,78.66666667,0.24166666699999995,51.03333333,0.733333333,7.5075,1.3341666669999999,132.9166667,-3.8333333329999997,282.3333333,42.16666667,-0.21083333300000007,-1.894166667,-1.48,-2.221666667,-2.365,0.9466666670000001,3.016666667,0.08916666699999998
1981,IL,0,0,0,53.75,2.5,64.95833333,3.566666667,43.55,2.441666667,5.474166667,2.138333333,65.08333333,-8.16666667,528.5833333,6.75,4.548333333,3.656666667,2.4166666670000003,2.335,4.495,4.590833333,4.923333333,1.598333333
1981,KS,0,0,0,56.66666667,,70.16666667,3.866666667,45.175,2.925,6.495,4.144166667,120.6666667,-0.9166666670000003,392.5,-22.33333333,0.37166666699999995,1.589166667,-0.98,-0.8433333329999999,2.529166667,-0.29000000000000004,2.7775,0.541666667
1981,KY,0,0,0,58.34166667,2.4583333329999997,,,44.24166667,-0.7,4.66,0.5025,88.33333333,-9.66666667,414.3333333,37.75,0.815,2.974166667,2.430833333,-0.575,3.548333333,-0.28833333299999997,3.048333333,2.716666667
1981,LA,700,695,516,69.05,0.34166666700000003,78.11666667,2.883333333,55.96666667,0.75,7.796666667,1.8175,217.5833333,-3.75,,19.66666667,-1.7941666669999998,0.9975,-0.7941666669999998,-2.2175,0.45416666699999997,0.1825000000000001,1.155,3.005833333
1981,MO,242,183,445,56.89166667,3.966666667,66.90833333,2.116666667,44.875,3.816666667,7.6841666669999995,2.13,98.16666667,-7.0,418.9166667,-3.6666666670000003,3.086666667,3.081666667,0.35750000000000004,1.325,0.6225,-0.27833333299999996,2.351666667,4.048333333
1981,MS,"1,230","1,200",628,66.09166667,3.283333333,77.99166667,3.925,,0.6166666670000001,6.528333333,1.621666667,178.25,,227.3333333,20.75,0.3991666669999998,0.818333333,-0.6008333330000002,,-0.576666667,-1.186666667,,0.7108333330000001
1981,,83,82,562,58.175,-0.008333332999999943,72.93333333,-0.3416666669999999,49.41666667,0.3166666669999998,6.396666667,0.22499999999999998,106.75,-8.83333333,337.0833333,50.75,-0.548333333,0.5616666669999999,0.25916666700000013,-1.690833333,-0.505833333,-0.4258333329999999,2.2925,2.3
1981,NM,136,106,606,55.35,4.425,71.29166667,4.366666667,41.40833333,2.483333333,4.268333333,1.091666667,75.16666667,-3.0833333329999997,367.6666667,-15.416666670000001,,1.2875,0.6299999999999999,2.9616666670000003,-0.09583333300000008,2.156666667,0.624166667,1.7575
1981,NV,1,1,804,55.825,2.1666666670000003,68.4,5.233333333,42.24166667,5.1,3.8925,3.028333333,,12.25,272.0,,-0.9566666669999999,0.7825,-0.49250000000000016,2.118333333,-0.389166667,1.175,2.039166667,0.239166667
1981,OK,,640,332,63.45,2.466666667,73.39166667,1.375,49.5,4.583333333,3.9375,2.964166667,162.4166667,2.416666667,293.5,-6.91666667,0.49166666700000006,0.8041666670000001,-0.380833333,-1.1941666670000002,-0.16916666699999983,,2.7275,0.485833333
1981,SC,119,118,668,63.21666667,,77.58333333,2.15,49.84166667,0.25833333299999994,4.349166667,3.351666667,147.1666667,-9.41666667,266.1666667,47.58333333,0.3866666670000001,-0.3174999999999999,0.1566666670000001,,0.28416666700000004,-0.514166667,3.185833333,1.241666667
1981,TN,325,305,498,60.68333333,0.641666667,69.21666667,3.058333333,49.13333333,1.233333333,5.875833333,,107.3333333,-8.416666667,356.4166667,35.75,3.480833333,0.681666667,0.44999999999999996,-0.49750000000000005,1.8225,1.035,1.935,3.64
1981,TX,"7,460","7,200",380,,2.666666667,79.85,3.241666667,57.075,2.091666667,3.681666667,3.33,218.5,-7.91666667,163.5,2.25,,4.590833333,4.535833333,2.285,2.595833333,1.450833333,3.5300000000000002,1.48
1981,VA,0,0,482,54.66666667,1.083333333,68.01666667,0.44999999999999996,45.30833333,0.7166666670000001,4.018333333,1.269166667,80.0,,411.4166667,49.58333333,1.1775000000000002,-1.0474999999999999,0.9933333329999998,-1.3875000000000002,-1.7683333330000002,-1.0825,1.360833333,1.2291666669999999
1982,AL,287,285,777,65.34166667,1.083333333,75.75,0.95,53.925,4.225,7.094166667,4.329166667,149.25,-9.25,219.5,-8.5,4.674166667,1.3533333330000001,0.766666667,0.28916666700000004,1.269166667,1.958333333,4.448333333,3.309166667
1982,AR,410,390,659,62.96666667,2.316666667,74.8,1.2,53.13333333,3.416666667,5.816666667,1.486666667,134.9166667,-8.25,301.3333333,13.833333333,4.2925,0.95,3.0725,3.5525,1.155833333,0.7375,1.6783333329999999,1.523333333
1982,AZ,,470,1119,,1.116666667,74.01666667,0.24166666700000006,48.43333333,3.0,2.3766666670000003,3.351666667,213.3333333,-32.58333333,188.3333333,25.58333333,3.9825,5.801666667,1.443333333,5.234166667,4.5775,5.2416666670000005,1.815833333,2.0608333329999997
1982,CA,"1,380","1,370",1078,60.34166667,1.6916666669999998,,-1.233333333,48.73333333,1.6,3.665833333,2.8391666669999998,56.33333333,-18.0,288.9166667,47.75,7.443333333,5.2725,7.443333333,7.154166667,5.3725000000000005,6.068333333,5.6625,5.916666667
1982,FL,16,15,628,75.50833333,2.433333333,83.89166667,2.216666667,62.125,2.658333333,7.11,1.639166667,290.9166667,0.0833333329999999,46.5,-11.08333333,4.386666667,4.9966666669999995,1.599166667,5.276666667,3.636666667,2.26,2.716666667,2.933333333
1982,GA,163,158,717,66.93333333000001,2.058333333,79.16666667,0.7416666670000001,55.70833333,4.408333333,7.44,2.266666667,128.5833333,-11.16666667,235.8333333,-5.333333333,2.7025,2.019166667,1.575833333,0.834166667,4.145833333,4.4575,4.31,3.3825
1982,,0,0,0,54.68333333,2.433333333,64.70833333,0.316666667,44.65,0.5416666670000001,4.881666667,4.545833333,63.25,-11.0,557.5,38.66666667,7.0649999999999995,4.173333333,6.0649999999999995,3.983333333,5.011666667,5.1075,4.3666666670000005,3.0416666670000003
1982,KS,1,0,123,57.025,1.258333333,68.41666667,2.116666667,44.66666667,0.4166666670000001,4.380833333,2.03,109.9166667,-12.66666667,452.0,39.16666667,2.6116666669999997,2.829166667,3.6116666669999997,3.748333333,5.3175,1.498333333,4.671666667,4.435833333
1982,KY,0,0,0,57.31666667,3.433333333,68.325,3.483333333,47.30833333,0.36666666699999995,5.1875,3.03,86.91666667,-13.083333329999999,381.3333333,5.75,2.568333333,2.7275,3.706666667,,1.569166667,2.7325,2.583333333,1.251666667
1982,LA,605,595,705,70.675,0.966666667,80.25833333,2.025,57.1,3.883333333,7.451666667,2.4725,214.5,-2.8333333329999997,138.25,-6.75,2.915,2.706666667,-0.6641666669999999,1.9125,1.589166667,-0.6825000000000001,2.5075,1.358333333
1982,MO,154,151,652,57.51666667,2.591666667,66.34166667,,43.71666667,0.6583333330000001,5.234166667,1.6800000000000002,91.66666667,-13.5,456.0833333,31.5,4.895,2.8899999999999997,6.895,2.8625,4.626666667,2.7258333329999997,2.5225,2.219166667
1982,MS,"1,000",990,857,67.75833333,1.95,77.83333333,2.766666667,54.65833333,3.125,6.545,3.638333333,171.0,-6.25,198.1666667,-8.416666667,2.575833333,-0.004999999999999893,1.870833333,0.0633333330000001,0.30000000000000004,1.69,3.690833333,1.4525000000000001
1982,NC,71,70,702,62.55,2.366666667,73.34166667,2.066666667,49.75833333,0.6583333330000001,7.346666667,2.175,104.75,-13.83333333,297.0,,4.198333333,4.308333333,2.025833333,4.075833333,2.735,3.815,3.509166667,3.516666667
1982,NM,79,68,553,53.58333333,0.6583333330000001,67.875,1.9500000000000002,41.28333333,2.358333333,3.250833333,3.074166667,74.41666667,-3.8333333329999997,413.5833333,30.5,1.684166667,3.9425,3.344166667,2.675833333,1.576666667,1.829166667,,2.223333333
1982,NV,1,1,618,50.10833333,,64.4,0.23333333300000003,36.79166667,2.65,4.136666667,3.2725,142.4166667,-32.75,342.8333333,48.16666667,,,2.1516666669999998,,5.686666667,6.250833333,5.335833333,5.535833333
1982,OK,480,450,258,62.95,0.9666666669999999,71.96666667,2.95,50.925,1.008333333,6.970000000000001,0.996666667,152.3333333,-4.666666666999999,321.3333333,18.91666667,4.745833333,4.058333333,4.745833333,2.9325,5.0575,4.3525,4.523333333,2.281666667
1982,SC,97,95,784,64.675,0.6583333330000001,74.675,2.241666667,52.675,1.091666667,8.186666667,2.189166667,147.5833333,-13.0,220.5833333,0.0,3.171666667,5.4675,1.9649999999999999,5.140833333,4.623333333,4.825,2.386666667,3.4425
1982,TN,260,,641,60.61666667,3.575,69.71666667,0.558333333,49.51666667,0.6166666670000001,7.810833333,3.261666667,104.8333333,-9.91666667,326.0,3.333333333,4.411666667,1.6125,4.516666667,0.569166667,2.51,2.7225,4.545833333,2.250833333
1982,TX,"5,800","4,300",305,67.65,2.341666667,,1.125,56.55833333,0.575,3.223333333,0.871666667,223.1666667,-5.25,169.5,9.25,2.836666667,1.898333333,1.2675,2.016666667,1.91,2.765,3.0675,1.0175
1982,VA,0,0,644,57.68333333,2.1,67.54166667,0.9750000000000001,44.825,1.233333333,5.799166667,2.05,75.75,-13.5,379.3333333,16.5,2.610833333,4.385833333,2.7233333330000002,2.3425000000000002,,3.343333333,,4.428333333
1983,AL,219,215,413,64.19166666999999,0.9333333330000002,76.50833333,1.7083333330000001,50.875,1.175,6.864166667,,144.3333333,-16.16666667,276.1666667,46.16666667,5.43,6.109166667,,5.9525,3.783333333,5.4725,5.223333333,5.084166667
1983,AR,320,290,537,62.86666667,-0.7833333330000001,70.59166667,1.991666667,52.11666667,2.4,5.875833333,1.545833333,143.75,-0.4166666670000003,344.4166667,52.91666667,1.720833333,2.378333333,3.5383333329999997,1.018333333,1.050833333,2.6325,0.730833333,0.5758333330000001
1983,AZ,291,284,1226,61.2,-0.42500000000000004,76.33333333,1.5583333330000002,49.09166667,3.658333333,2.580833333,1.555833333,221.4166667,-24.5,187.9166667,22.16666667,7.949166667,7.768333333,5.949166667,,6.949166667,8.613333333,6.330833333,4.575833333
1983,CA,960,950,997,61.55,1.9,71.6,1.4333333330000002,50.49166667,1.358333333,5.538333333000001,3.7116666670000003,69.83333333,-1.5,255.6666667,16.5,,,9.526666667,10.2375,8.486666667,11.182500000000001,5.500833333,6.755
1983,FL,13,12,610,73.26666667,2.191666667,80.63333333,-1.0416666669999999,61.88333333,-0.5833333329999999,8.407499999999999,4.936666667,260.1666667,-30.66666667,74.75,21.16666667,5.698333333,7.308333333,3.698333333,4.375833333,6.0675,6.6908333330000005,2.253333333,5.47
1983,GA,,115,468,63.925,0.050000000000000044,74.375,0.9500000000000002,52.475,2.175,6.711666667,3.5383333329999997,130.25,-10.5,287.4166667,47.25,1.566666667,3.883333333,3.804166667,4.0625,4.646666667,,3.559166667,4.631666667
1983,IL,0,0,0,52.99166667,0.7416666670000001,62.7,3.308333333,43.24166667,,4.4408333330000005,3.105,93.08333333,17.83333333,539.25,21.41666667,6.578333333,5.686666667,4.578333333,5.4966666669999995,4.588333333,4.6841666669999995,3.23,3.905
1983,KS,0,0,244,54.19166667,2.425,66.525,1.225,44.85,3.6,6.201666667,1.850833333,136.6666667,13.08333333,475.9166667,63.08333333,1.984166667,3.201666667,2.999166667,2.135833333,2.9675000000000002,2.148333333,2.278333333,3.0425
1983,KY,0,0,0,56.05,1.1666666669999999,67.89166667,1.05,45.18333333,0.24166666699999995,5.985833333,,108.5,12.5,412.8333333,36.25,3.886666667,1.045833333,2.928333333,1.9225,4.115,1.278333333,2.98,0.6483333330000001
1983,LA,420,410,625,67.36666667,-1.3416666670000001,78.825,1.5916666670000001,56.86666667,-0.3500000000000001,6.666666667,4.6875,187.9166667,,186.9166667,42.91666667,5.3825,7.174166667,6.3825,4.959166667,7.051666667,3.78,1.9866666670000002,2.8375
1983,MO,108,93,379,57.96666667,2.041666667,67.45833333,1.666666667,46.48333333,0.42500000000000004,5.431666667,1.8775,123.0,15.83333333,468.0833333,44.5,5.42,3.415,4.049166667,5.016666667,5.510833333,,0.998333333,3.695
1983,MS,687,675,644,62.69166667,-0.11666666700000006,74.56666667,-0.5,54.80833333,2.275,9.193333333,,159.6666667,-18.58333333,251.75,44.16666667,6.858333333,4.2775,6.858333333,7.050833333,5.311666667,6.701666667,5.3774999999999995,4.139166667
1983,NC,60,59,351,61.85,1.666666667,69.95833333,2.683333333,50.725,1.625,8.405833333,3.234166667,115.8333333,-2.75,327.5833333,40.25,3.140833333,3.250833333,,1.673333333,2.4641666669999998,3.544166667,4.3075,4.315
1983,NM,56,47,716,56.50833333,0.5833333329999999,70.73333333,1.8083333330000002,40.28333333,0.35833333300000003,4.193333333,1.016666667,71.83333333,-3.4166666670000003,420.25,34.16666667,2.919166667,5.1775,2.919166667,6.250833333,4.533333333,2.7858333330000002,4.706666667,2.84
1983,NV,0,0,0,50.45833333,0.8,62.20833333,-1.9583333330000001,38.73333333,3.591666667,4.483333333,1.619166667,148.0,-27.16666667,311.0,16.333333330000002,7.136666667,7.875833333,8.136666667,9.747499999999999,10.136666667,7.700833333,,7.1025
1983,OK,320,300,236,58.99166667,0.008333332999999943,73.375,,49.61666667,2.7,6.751666667,0.778333333,157.5,-2.5,360.1666667,57.75,3.8325,1.145,4.9875,3.174166667,4.7175,2.0125,4.281666667,4.04
1983,SC,69,69,370,62.30833333,2.2916666670000003,75.86666667,0.433333333,50.71666667,0.13333333299999994,8.353333333,2.355833333,149.1666667,-10.41666667,266.25,43.66666667,1.071666667,1.3675,1.3375,2.513333333,2.239166667,,2.25,4.305833333
1983,TN,220,215,340,59.68333333,1.641666667,71.825,1.666666667,46.54166667,,7.581666667,4.0325,116.5,2.75,365.8333333,44.16666667,3.9175,0.11833333300000004,2.540833333,1.593333333,4.143333333,,3.204166667,2.909166667
1983,TX,"4,000","3,550",323,65.38333333,-0.925,79.51666667,-1.0916666670000001,55.225,,3.145833333,2.794166667,200.5,-27.91666667,202.5,43.25,3.753333333,4.8149999999999995,5.281666667,4.030833333,1.910833333,2.765833333,1.2916666669999999,3.241666667
1983,,0,0,363,55.45,0.8666666670000001,69.45,2.883333333,47.45,2.858333333,6.854166666999999,2.105,89.33333333,,396.0,34.16666667,1.194166667,,3.1575,0.776666667,3.159166667,3.845,4.285,4.153333333
1984,,309,307,701,64.81666666999999,1.558333333,76.89166667,4.091666667,51.76666667,0.06666666700000001,8.210833333,1.445833333,146.3333333,-10.16666667,231.1666667,1.1666666669999999,1.860833333,2.54,3.41,3.9325,1.651666667,2.340833333,2.735833333,0.596666667
1984,AR,470,465,634,63.05,0.4,72.08333333,3.483333333,52.03333333,1.316666667,8.098333333,3.768333333,128.5833333,-12.583333329999999,297.6666667,5.166666666999999,4.976666667,4.634166667,2.26,2.74,3.048333333,2.63,2.941666667,3.786666667
1984,AZ,430,429,1231,60.44166667,2.816666667,74.25,1.475,47.60833333,3.175,2.323333333,2.298333333,226.8333333,-20.08333333,184.6666667,17.91666667,2.318333333,4.1375,5.91,4.700833333,2.295,2.959166667,4.276666667,4.521666667
1984,CA,"1,410","1,400",1003,59.21666667,0.566666667,73.36666667,3.2,49.025,1.891666667,2.5266666669999998,2.7,90.25,16.916666669999998,256.75,13.58333333,3.3366666670000003,2.165833333,4.506666667,5.217499999999999,,5.105833333,3.725833333,3.98
1984,,17,17,850,72.975,1.9,84.80833333,3.133333333,62.15,-0.316666667,5.111666667,3.640833333,259.5833333,-30.25,,5.583333333000001,4.055,4.665,5.474166667,6.151666667000001,4.2575,4.880833333,0.739166667,1.955833333
1984,GA,175,172,786,,3.45,77.38333333,1.958333333,53.28333333,-0.01666666699999997,6.0,0.826666667,125.6666667,-14.08333333,245.75,3.583333333,2.953333333,2.27,5.696666667,2.955,4.2575,5.569166667,2.951666667,1.024166667
1984,IL,0,0,0,53.8,3.55,63.71666667,2.325,42.91666667,,5.4425,2.106666667,70.91666667,-0.3333333330000001,529.3333333,10.5,2.01,2.118333333,5.26,3.178333333,1.929166667,4.025,1.480833333,4.155833333
1984,KS,1,1,292,55.975,1.2083333330000001,69.16666667,0.8666666670000001,42.775,1.525,6.41,2.059166667,119.9166667,-0.6666666669999999,435.75,20.91666667,2.363333333,0.580833333,2.4225,1.559166667,1.6658333330000001,0.846666667,3.555,3.319166667
1984,KY,0,0,0,59.325,3.441666667,68.125,,47.5,0.558333333,5.391666667,1.234166667,92.83333333,-8.16666667,388.25,11.666666667,4.418333333,2.5775,2.500833333,1.495,1.441666667,1.605,4.504166667,2.1725
1984,LA,650,645,789,67.31666667,3.608333333,80.93333333,3.7,56.68333333,1.4666666670000001,6.899166667,0.92,206.4166667,-13.91666667,145.0833333,0.08333333300000001,5.735,2.5266666669999998,2.953333333,2.5300000000000002,3.45,3.1783333330000003,4.285833333,4.136666667
1984,,164,162,555,58.39166667,3.466666667,66.29166667,0.5,47.475,0.416666667,7.858333333,1.304166667,99.33333333,-3.8333333329999997,,8.833333332999999,3.0125,1.0075,5.420833333,,2.26,2.359166667,1.844166667,4.540833333
1984,MS,"1,045","1,032",771,66.34166667,3.533333333,78.75,2.683333333,52.95833333,1.425,6.5775,2.670833333,163.5,-14.75,205.8333333,0.25,5.884166667,5.303333333,4.075833333,5.268333333,3.395,3.785,4.0325,2.794166667
1984,NC,97,96,602,59.60833333,2.425,71.825,0.55,50.39166667,3.291666667,7.245833333,2.074166667,105.75,-10.83333333,295.25,6.916666666999999,2.085833333,2.195833333,,3.030833333,5.575833333,3.655833333,3.306666667,1.314166667
1984,NM,77,69,607,54.39166667,0.4666666669999999,70.75,-0.17499999999999982,41.00833333,1.0833333330000001,3.468333333,4.291666667,67.41666667,-10.83333333,417.0,35.91666667,4.578333333,2.8366666670000003,2.578333333,2.91,2.063333333,2.315833333,2.9125,2.045833333
1984,NV,0,0,0,50.76666667,2.108333333,65.41666667,1.25,38.11666667,2.975,5.01,,168.75,-7.416666666999999,324.6666667,31.0,7.4325,8.171666667,9.432500000000001,8.043333333,10.41,7.974166667,5.479166667,4.6791666670000005
1984,OK,425,375,236,62.4,1.4166666669999999,73.63333333,3.616666667,50.15833333,0.24166666699999995,4.845833333,2.8725,157.0833333,-3.9166666670000003,318.25,11.83333333,2.13,0.4425,1.209166667,3.395833333,,0.506666667,4.315833333,1.074166667
1984,SC,104,104,787,65.425,3.408333333,78.33333333,0.9,52.54166667,0.9583333329999999,4.970833333,0.973333333,145.8333333,-11.75,226.0,5.416666667,2.8975,3.193333333,4.736666667,2.9125,5.2625,4.464166667,2.119166667,4.175
1984,TN,340,325,502,60.5,3.458333333,69.875,0.7166666669999999,47.11666667,3.216666667,6.6725,1.123333333,102.8333333,-11.91666667,327.0,6.333333333000001,2.974166667,2.175,4.28,2.3325,2.830833333,1.043333333,2.54,2.245
1984,TX,"5,350","4,700",379,67.78333333,0.475,80.08333333,2.475,55.475,3.491666667,3.181666667,2.83,222.0833333,-5.333333333000001,160.8333333,4.583333333,0.11250000000000004,0.17416666700000005,2.701666667,1.450833333,2.035,1.89,1.665,3.615
1984,VA,1,1,530,58.025,0.441666667,66.89166667,2.325,46.15,2.558333333,4.781666667,1.0325,81.25,,373.0833333,9.25,1.805833333,2.580833333,2.989166667,2.608333333,2.488333333,2.1741666669999997,2.249166667,3.1175
1985,AL,330,329,797,65.79166667,0.5333333330000001,76.075,1.275,53.51666667,2.816666667,8.275833333,,155.6666667,-2.8333333329999997,244.6666667,,2.795,0.474166667,1.613333333,3.135833333,0.634166667,1.323333333,1.915,3.775833333
1985,AR,465,440,768,62.84166667,0.191666667,72.73333333,2.133333333,52.93333333,,6.0775,3.7475,143.5833333,-1.5833333330000001,318.0,25.5,2.778333333,3.435833333,3.209166667,2.689166667,1.768333333,4.35,1.880833333,3.725833333
1985,AZ,360,359,1245,63.55,-0.07499999999999996,75.4,0.625,47.7,0.26666666699999997,5.158333333,4.133333333,232.8333333,-13.083333329999999,188.75,20.0,5.086666666999999,5.905833333,7.380833333,8.171666667,7.209166667,4.873333333,1.98,4.225
1985,CA,"1,330","1,320",1135,59.325,0.675,71.93333333,0.766666667,45.69166667,1.558333333,5.225,,68.5,-3.8333333329999997,275.0833333,31.91666667,-0.20666666699999992,3.6225,0.4666666669999999,2.1775,0.360833333,2.056666667,,0.26166666699999996
1985,FL,25,23,697,74.825,2.75,85.625,0.95,61.01666667,1.55,6.361666667,1.890833333,290.75,-1.0833333330000001,67.83333333,13.25,0.5833333329999999,3.193333333,0.6425000000000001,1.32,1.16,1.783333333,1.625833333,3.8425
1985,GA,255,245,726,65.75,0.875,77.09166667,1.6666666669999999,54.39166667,,,2.75,134.75,,245.5,5.333333333000001,2.9875,3.304166667,2.383333333,-0.35833333300000003,,3.0383333329999997,3.81,0.8825000000000001
1985,,0,0,0,,0.38333333299999994,,-0.641666667,41.525,-0.5833333329999999,,2.466666667,65.91666667,-10.33333333,555.5,38.66666667,5.145,5.2533333330000005,5.145,3.063333333,5.535833333,1.631666667,5.038333333,4.713333333
1985,KS,1,1,323,54.53333333,1.766666667,68.41666667,-1.883333333,41.63333333,-0.6166666670000001,3.7425,,107.1666667,-12.41666667,472.6666667,56.83333333,3.79,6.0075,4.79,5.926666667,5.765000000000001,4.9458333329999995,5.3975,3.161666667
1985,KY,0,0,0,59.03333333,3.15,68.51666667,1.675,46.55,0.608333333,4.701666667,1.544166667,,-7.833333333000001,393.4166667,16.833333330000002,3.138333333,2.2975,1.210833333,3.205,4.033333333,2.196666667,1.015,2.683333333
